Media ID,Media created,Day of week,Media type,Media caption,Comments count,Like count,Media impressions,Media reach,Unique saves
1.78632E+16,28/07/2020 12:00,2 Tuesday,IMAGE,"El mandala es un diagrama simbólico que, en el budismo, representa la evolución del universo... Consigue tu playera en nuestro SUMMER SALE| #XHINDÓ #UnaPlayeraALaVez ⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",3,57,2146,1885,0
1.78484E+16,29/07/2020 12:01,3 Wednesday,IMAGE,"Así se siente traer a México en la playera. No te quedes sin la tuya y aprovecha nuestro SUMMER SALE|#XHINDÓ #UnaPlayeraALaVez ⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",0,58,1348,1196,0
1.79086E+16,30/07/2020 12:01,4 Thursday,IMAGE,"Aprovecha nuestro SUMMER SALE y consigue tus #basics |#XHINDÓ #UnaPlayeraALaVez ⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",0,37,1660,1440,5
1.78784E+16,31/07/2020 12:02,5 Friday,IMAGE,"SUMMER SALE 15% y 20% de descuento en nuestros #basics ¡Aprovéchalo!| #XHINDÓ #UnaPlayeraALaVez⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",0,249,3451,2707,22
1.78484E+16,01/08/2020 12:01,6 Saturday,IMAGE,"Uno de nuestros diseños favoritos. No te quedes sin tu playera, ¡consigue la tuya en nuestro SUMMER SALE!| #XHINDÓ #UnaPlayeraALaVez⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",1,76,1845,1650,4
1.78581E+16,03/08/2020 12:02,1 Monday,IMAGE,"Seguimos con nuestro SUMMER SALE, ¡no te quedes sin tu #basic favorita!| #XHINDÓ #UnaPlayeraALaVez ⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",0,57,1199,1086,0
1.81275E+16,04/08/2020 12:02,2 Tuesday,IMAGE,"Aprovecha nuestros descuentos en este S U M M E R  S A L E y pregunta por tu #basic favorita| #XHINDÓ #UnaPlayeraALaVez ⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Landscape #Nature #Paisaje #Mexico #Sky",0,53,2146,1811,5
1.78496E+16,07/08/2020 14:00,5 Friday,CAROUSEL_ALBUM,"BARRERAS DE GÉNERO
A pesar de los esfuerzos recientes, las desigualdades de #género siguen siendo de gran magnitud, sobre todo la #desigualdad económica, en donde la brecha salarial es amplia y en contextos de pobreza se agudiza.
Las #mujeres que viven en zonas #rurales presentan un mayor riesgo de estar en pobreza o pobreza extrema, tienen que enfrentar una mayor #discriminación y desigualdad económica; incluso dentro de su propio hogar. Realizan tareas intensas, trabajan muchas horas y de manera informal, están mal remuneradas, tienen escasa protección social o seguridad de los #ingresos.
Como dijo Guterres, Secretario General de las Naciones Unidas: “el #empoderamiento de las mujeres y las niñas rurales es esencial para construir un futuro próspero, #equitativo y pacífico para todos en un planeta sano. Es necesario para lograr la igualdad entre los géneros, garantizar un trabajo decente para todos y erradicar la #pobreza y el hambre”, de la mano de #educación, capacitación, liderazgo e inclusión de las mujeres y de sus derechos laborales.
Además, las mujeres en las zonas rurales no solo trabajan en mayor medida en el ámbito doméstico sino que también ayudan en el trabajo agropecuario y #artesanal o manual. Sin embargo, este último ha sido muy difícil de explotar por la falta de demanda y la subvaloración de los productos hechos a mano.
Buscamos romper las barreras de género a través de la #independencia económica y el empoderamiento de la mujer para un futuro más equitativo y próspero.
✅ 7 artesanas y 28 personas impactadas directamente.
✅Mejoras en las condiciones de vida de las artesanas, para que haya un equilibrio entre las actividades domésticas y las artesanías a través de
salarios justos.
✅Aumento del 150% en su ingreso mensual promedio y mejoras en su
poder adquisitivo de las necesidades básicas.

Platícanos en los comentarios si alguna vez estuviste atrapada en las #barrerasdegénero y cuéntanos tu experiencia",10,94,1511,1343,4
1.81548E+16,07/08/2020 14:00,5 Friday,IMAGE,"SUMMER SALE| #XHINDÓ #UnaPlayeraALaVez⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",0,67,2294,1938,8
1.78688E+16,10/08/2020 12:50,1 Monday,CAROUSEL_ALBUM,"FALTA DE OPORTUNIDADES
En #México existe una gran carencia de recursos y #faltadeoportunidades para el pleno desarrollo de las personas que viven en comunidades rurales; acompañado de un profundo olvido y desentendimiento por parte del gobierno y la sociedad civil.
Las #zonasrurales no solo enfrentan un difícil acceso a #servicios básicos como educación y salud, además, enfrentan un bajo nivel de desarrollo humano. Esto se intensifica por la #marginación y la distancia a los centros urbanos que también impiden la difusión de las ideas que homogeneizan las normas de #bienestar y #calidaddevida.
El trabajar con nuestro equipo de creadoras nos ha reafirmado que existe mucho #talento y #motivación para salir adelante y muy pocas oportunidades para hacerlo​. ​En #XHINDÓ queremos formar #vínculos más fuertes entre los sectores y #acortarlabrecha que persiste por medio de #interacciones entre lo económico y lo social en lo #rural y #urbano. Asimismo, fomentar el #trabajo remunerado en las comunidades rurales para que no exista la necesidad de que se desplacen a lo urbano en busca de #mejoresoportunidades de trabajo, todo esto de la mano con un #desarrollo humano integral para las poblaciones rurales.",0,55,2256,1977,6
1.7888E+16,14/08/2020 10:55,5 Friday,CAROUSEL_ALBUM,"TRABAJO MAL REMUNERADO
Las #artesanías y el #trabajomanual representan parte de la #identidad de las #comunidades. Sin embargo, la falta de mercado y la #subvaloración de los productos han hecho que no se pague de manera #justa.
Muchas de ellas venden sus productos a precios muy bajos, incluso debajo del #costo de #producción por necesidad. Este sector experimenta muchos retos en donde el mayor es lograr que los #artesanos reciban el verdadero #valor por su #trabajo y entrada en el mercado.
Dado el contexto nacional que existe en #México, en #XHINDÓ vemos la gran necesidad de transformar el trabajo #hechoamano en una #profesión, en donde el gran aliado será el talento. Este #talento se convierte en una #oportunidad para darle al trabajo hecho a mano la #valoración y #reconocimiento que merece. Queremos introducir productos atractivos que logren reflejar la esencia de cada comunidad por medio del trabajo bien pagado, la no #explotación y el reconocimiento del trabajo hecho a mano.",2,65,1720,1468,16
1.81204E+16,14/09/2020 21:05,1 Monday,IMAGE,"En náhuatl México significa “en el ombligo de la luna”. En este mes patrio, inspirados en este nombre decidimos crear esta nueva versión de nuestro clásico México. 

“Nací en Orizaba, Veracruz pero hasta los 18 años viví en Córdoba, cuando me mudé a la CDMX. 
Creo que lo más valioso que tenemos como país es nuestra diversidad. Debemos buscar y pelear porque en un futuro, sin importar nuestro color de piel, género, orientación sexual o condición socioeconómica, todas y todos tengamos igualdad de oportunidades, mientras celebramos nuestra diversidad.”

Rodrigo, Marketing XHINDÓ  #XHINDÓ #UnaPlayeraALaVez⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",1,78,2452,2036,8
1.7852E+16,15/09/2020 12:00,2 Tuesday,IMAGE,"“Ser mexicana es algo muy bonito, me siento #orgullosa de ser mexicana ya que todo lo #mexicano es muy especial, todo y el color de mi #bandera me gusta mucho [...] Mi infancia la disfruté mucho, mi mejor recuerdo es que aprendí a coser y #bordar, lo cual me gusta mucho.”⠀⠀⠀⠀⠀⠀⠀⠀⠀

Aurelia, Creadora XHINDÓ  #XHINDÓ #UnaPlayeraALaVez ⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",5,73,1418,1247,0
1.79029E+16,16/09/2020 12:35,3 Wednesday,IMAGE,"“Lucho por un México en donde exista la #igualdad de oportunidades para todes y que las desigualdades de #género no sean una barrera para la mujeres.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Por esta razón decidí formar parte de Xhindó, para #transformar y hacer valer nuestro poder como agentes de cambio. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Debemos de #luchar cada día por reducir las brechas que aún persisten mediante una transformación social que favorezca a todas las mujeres en desventaja.” 

Leticia, Impacto XHINDÓ  #XHINDÓ #UnaPlayeraALaVez⠀⠀⠀⠀⠀⠀⠀⠀⠀
 .⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",5,66,1909,1686,13
1.80658E+16,17/09/2020 12:00,4 Thursday,IMAGE,"“Festejo el mes #patrio en mi casa con mi familia, hacemos comida, a veces pozole y vemos los #festejos patrios en la televisión.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Yo soy originaria de Chihuahua y estoy #orgullosa de haber nacido en ese estado. Donde nací hay bosque ya que está por la Sierra Tarahumara, es un lugar frío en temporada invernal y me gustaba ver cuando cae la nieve. También me gustan las barrancas y los ultramaratones que se llevan a cabo allá. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
En #Saucillo encontré mi nuevo hogar y formé mi familia”  #XHINDÓ #UnaPlayeraALaVez .⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",1,82,1980,1650,13
1.78821E+16,18/09/2020 12:01,5 Friday,IMAGE,"“De grande me gustaría ser corredor de motos o estudiar Robótica.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Lo que más me gusta de vivir en Saucillo son los árboles, el aire libre, que no hay contaminación y que casi no pasan carros. Lo que más me gusta de ser mexicano, son todas sus fiestas”⠀⠀⠀⠀⠀⠀⠀⠀⠀
-Ángel, hijo creadora XHINDÓ  #XHINDÓ #UnaPlayeraALaVez .⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",0,77,2352,2060,11
1.78778E+16,19/09/2020 12:03,6 Saturday,IMAGE,"“Lucho por un #México #equitativo. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
El verdadero #cambio está en nosotros, en las acciones de cada día. Con las #acciones de cada persona podremos lograr el cambio que tanto buscamos. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Yo soy #mexicano y si quiero que México sea distinto, el cambio empieza en #nosotros .” - Rafael  #XHINDÓ #UnaPlayeraALaVez .⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",0,119,2546,2199,49
1.7862E+16,21/09/2020 18:01,1 Monday,IMAGE,"Las conexiones que hacemos son parte de nuestra historia, parte de lo que somos. 

Solo recordando que todos estamos conectados lograremos bordar historias y conectar corazones. 

Sé parte de nuestra comunidad y bordemos juntos este nuevo comienzo.",1,82,2767,2376,4
1.78517E+16,22/09/2020 11:41,2 Tuesday,CAROUSEL_ALBUM,"En Mexico existe una gran carencia de recursos y de falta de oportunidades para el pleno desarrollo de las personas que viven en comunidades rurales marginadas. 

En Xhindó, trabajamos con mujeres de comunidades rurales generando ingresos justos, potencializando sus habilidades y dotándolas de herramientas y conocimientos. 

Queremos transformar las condiciones de las comunidades para lograr un desarrollo integral en ellas. 

(Pronto podrás conocer más a profundidad nuestro modelo de impacto)🧵🌱

Ilustraciones: @sansmagnolia x Xhindó",5,70,2147,1885,15
1.78592E+16,23/09/2020 12:44,3 Wednesday,IMAGE,"Todos estamos conectados de alguna manera. 

Sigamos bordando historias y conectando con todo lo que nos rodea. 🌿🧵",2,76,2412,2052,7
1.78533E+16,27/09/2020 13:24,7 Sunday,IMAGE,"Creamos un nuevo diseño inspirados en la idea de que sin importar de dónde vengamos o dónde estemos, al final Todos Estamos Conectados.  #XHINDÓ #UnaPlayeraALaVez⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",0,33,1401,1212,6
1.78587E+16,29/09/2020 18:20,2 Tuesday,IMAGE,"Buscamos que la conexión entre el cliente y la creadora, sea una conexión más profunda y personal. 
Por eso mismo, junto con tu playera recibes una carta de la creadora, para que puedas conocerla, su vida, su familia, sus anécdotas. 
#XHINDÓ #TodosEstamosConectados #UnaPlayeraALaVez 

.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",0,171,2716,2155,10
1.79045E+16,01/10/2020 17:53,4 Thursday,IMAGE,"Queremos que tú también seas parte de nuestra comunidad Xhindó.
¿Sabías que puedes responderle la carta a la creadora que bordó tu playera? 
Si te gustaría escribirle algo, mándanos un DM y te explicamos cómo.  #XHINDÓ #TodosEstamosConectados #UnaPlayeraALaVez 

.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",2,52,1787,1599,3
1.78439E+16,03/10/2020 19:29,6 Saturday,IMAGE,"¿Ya tienes tu playera de nuestra nueva línea?
 #XHINDÓ #TodosEstamosConectados #UnaPlayeraALaVez 

.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",0,90,1563,1398,6
1.81188E+16,05/10/2020 18:36,1 Monday,IMAGE,"Nueva Playera Todos Estamos Conectados 
 #XHINDÓ #TodosEstamosConectados #UnaPlayeraALaVez 

.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",3,56,1019,903,0
1.78623E+16,15/10/2020 15:52,4 Thursday,IMAGE,"Nuevos productos, nueva línea, nueva imagen.  #XHINDÓ #TodosEstamosConectados #UnaPlayeraALaVez 

.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",5,128,2272,2038,6
1.79812E+16,16/10/2020 17:28,5 Friday,IMAGE,"Inspirados en unos niños jugando con confeti, nos unimos junto con @infal_ac en la creación de estas playeras para la recaudación de fondos para casas hogares.

Fotos: @jackruba_photo #XHINDÓ  #UnaPlayeraALaVez 

.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #Mexico",1,90,2147,1872,7
1.81199E+16,19/10/2020 14:59,1 Monday,IMAGE,"Decidimos unirnos con @infal_ac para multiplicar nuestro impacto. En la compra de tu playera, además de ayudar a las creadoras, 10% de la venta se destinará para la recuperación de baños de una casa hogar. 

Fotos: @jackruba_photo #XHINDÓ  #UnaPlayeraALaVez 

.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",2,83,2199,1870,1
1.78948E+16,21/10/2020 16:19,3 Wednesday,IMAGE,"Ayúdanos a multiplicar el impacto con las playeras de colaboración con @infal_ac apoyando a una casa hogar. ¿Ya tienes la tuya?

Fotos: @jackruba_photo #XHINDÓ  #UnaPlayeraALaVez 

.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Embroidery #HandEmbroidery #BordadoAMano #HandMade #MadeInMexico #HechoEnMexico #mexico",1,42,1447,1309,0
1.78874E+16,26/10/2020 19:07,1 Monday,IMAGE,"🔥GIVEAWAY🔥
.
Para todas las almas aventureras, artísticas y que aman apoyar el talento mexicano: tenemos para ti esta recopilación de regalos increíbles 🤩
.
Te queremos regalar:
🧵 2 playeras bordadas por artesanas de Hidalgo de la marca @xhindomx
🎨 1 print enmarcado + 1 case pintado a mano a elegir de la artista @melissagomezmx
✈️ 1 mochila de 10L + 1 playera de #travelteering + 1 kit pinta tu alebrije tallado por artesanos de Oaxaca + 10% de descuento en un viaje de @tierradeartistas.
.
Lo único que tienes que hacer es:
1️⃣Seguir a las 3 cuentas en instagram: @xhindomx, @melissagomezmx y @tierradeartistas.
2️⃣Darle like a esta publicación
3️⃣Etiquetar a 1 persona por comentario
.
¡Buena suerte! 🥳 El giveaway finaliza el 9 de noviembre y se anuncia el ganador(a) al siguiente día.
.
*El envío del premio se hará al interior de la República Mexicana.
*El descuento en el viaje de Tierra de Artistas aplica para todo el 2021 y no es acumulable con otras promociones.
.
Este giveaway no está relacionado con Instagram.",2250,70,2059,1787,2
